time,gold,towers,kills,blue_team,red_team,kda_top,kda_jungle,kda_mid,kda_adc,kda_supp,minions_top,minions_jungle,minions_mid,minions_adc,minions_supp,hextech_dragon,infernal_dragon,mountain_dragon,ocean_dragon,wind_dragon,baron,elder,herald,champion_red_top,champion_red_jungle,champion_red_mid,champion_red_adc,champion_red_supp,champion_blue_top,champion_blue_jungle,champion_blue_mid,champion_blue_adc,champion_blue_supp
00:16:30,1600.0,1.0,1.0,Team Vitality,Mad Lions,,,0.0,2.0,2.0,-6.0,-3.0,15.0,-3.0,3.0,0,0,0,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Azir,Lucian,Nami
00:22:40,2300.0,1.0,,SK Gaming,Astralis,3.5,,8.666666666666666,6.0,6.5,13.0,7.0,2.0,-33.0,-22.0,0,0,0,0,0,1,1,0,Gangplank,Ivern,Akali,Xayah,Renata Glasc,Ornn,Elise,Twisted Fate,Aphelios,Renata Glasc
00:27:01,17400.0,-1.0,-4.0,Misfits Gaming,Astralis,5.4,,6.666666666666667,10.0,,-4.0,-30.0,13.0,-10.0,-26.0,0,0,2,-1,0,1,1,0,Gnar,Camille,Orianna,Draven,Pyke,Sejuani,Ivern,Katarina,Sivir,Leona
00:26:57,-3120.0,-2.0,-4.0,Astralis,Team Vitality,2.0,2.0,27.0,-7.25,-6.0,-39.0,15.0,-7.0,-38.0,-22.0,0,0,0,0,0,1,1,0,Ornn,Ivern,Orianna,Zeri,Amumu,Ornn,Trundle,Sylas,Xayah,Tahm Kench
00:25:13,4300.0,2.0,6.0,,Astralis,2.5,4.0,,,6.5,-2.0,-52.0,29.0,-50.0,7.0,0,0,0,0,0,1,1,0,Poppy,Viego,Sylas,Ezreal,Tahm Kench,Ornn,Trundle,Azir,Zeri,Renata Glasc
00:25:04,-8100.0,-3.0,5.0,SK Gaming,,0.5,-7.666666666666667,-4.0,-5.333333333333333,-7.5,-15.0,-37.0,-18.0,-18.0,9.0,0,0,0,0,0,-1,1,0,Gangplank,Volibear,Twisted Fate,Xayah,Amumu,Pantheon,Trundle,Twisted Fate,Jinx,Tahm Kench
00:20:31,2700.0,3.0,2.0,Misfits Gaming,Team BDS,1.0,2.0,0.0,3.0,3.0,-28.0,-24.0,25.0,16.0,15.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Syndra,Ezreal,Maokai,Ornn,Wukong,Twisted Fate,Xayah,Nautilus
00:21:59,3335.0,4.0,10.0,Excel Esports,Team BDS,4.0,8.6,6.666666666666667,3.5,1.5,35.0,36.0,31.0,-20.0,-2.0,0,0,0,0,0,1,1,0,Sett,Viego,Sylas,Ezreal,Maokai,Ornn,Wukong,Lissandra,Xayah,Amumu
00:22:27,-1500.0,-1.0,0.0,Astralis,Excel Esports,0.0,,-1.0,0.0,16.0,-22.0,12.0,-13.0,0.0,-29.0,0,0,0,0,0,1,1,0,Gnar,Udyr,Lissandra,Xayah,Alistar,Gwen,Wukong,Orianna,Ashe,Renata Glasc
00:25:04,4300.0,1.0,4.0,,Excel Esports,-1.0,2.0,4.0,2.0,5.0,30.0,3.0,4.0,14.0,4.0,0,0,0,0,0,1,1,0,Ornn,Volibear,Sylas,Draven,Sona,Sylas,Kha'Zix,Sylas,Kalista,Renata Glasc
00:22:17,11500.0,3.0,11.0,,,0.5,9.666666666666666,,9.0,8.0,34.0,18.0,12.0,24.0,7.0,0,0,0,0,0,1,1,0,Sylas,Ivern,Sylas,Aphelios,Maokai,Ornn,Ivern,Azir,Zeri,Renata Glasc
00:17:20,1700.0,1.0,1.0,Team Vitality,Mad Lions,,,0.0,2.0,2.0,-10.0,-4.0,25.0,-4.0,-2.0,0,0,0,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Azir,Lucian,Nami
00:21:16,-300.0,0.0,0.0,Astralis,Team BDS,,,,,,,,,,,0,1,1,-2,0,1,1,0,Gnar,Ivern,Sylas,MissFortune,Amumu,Ornn,Volibear,Viktor,Zeri,Tahm Kench
00:23:30,3157.0,1.0,-4.0,SK Gaming,Astralis,3.5,,18.666666666666668,6.0,6.5,3.0,7.0,7.0,-33.0,-23.0,0,0,0,0,0,1,1,0,Gangplank,Viego,Orianna,Zeri,Tahm Kench,Gwen,Karthus,Twisted Fate,Aphelios,Renata Glasc
00:25:04,9300.0,7.0,11.0,,SK Gaming,4.0,7.75,10.0,7.0,7.666666666666667,-59.0,11.0,63.0,-20.0,14.0,0,0,0,0,0,1,1,0,Sett,Fiddlesticks,Akshan,Kalista,Tahm Kench,Ornn,Elise,Akali,Aphelios,Maokai
00:27:51,7600.0,6.0,-4.0,Misfits Gaming,Astralis,5.4,,6.666666666666667,10.0,,-3.0,-30.0,14.0,-7.0,1.0,0,-1,4,-2,0,1,1,0,Gnar,Camille,Twisted Fate,Draven,Pyke,Sejuani,Poppy,Katarina,Sivir,Leona
00:27:47,-6000.0,-2.0,-2.0,Astralis,Team Vitality,,,,,,,,,0.0,,0,0,0,0,0,1,1,0,Ornn,Ivern,Twisted Fate,Zeri,Amumu,Ornn,Trundle,Sylas,Xayah,Tahm Kench
00:26:03,4800.0,3.0,5.0,Excel Esports,Astralis,2.5,3.0,,14.0,6.5,2.0,-50.0,29.0,-43.0,7.0,0,0,0,0,0,1,1,0,Poppy,Viego,Sylas,Ezreal,Renata Glasc,Ornn,Trundle,Azir,Zeri,Renata Glasc
00:25:54,-8400.0,,-5.0,SK Gaming,,0.75,-9.0,-4.0,-5.0,-3.0,-219.0,-38.0,-22.0,-22.0,9.0,0,0,0,0,0,-1,1,0,Gangplank,Volibear,Diana,Xayah,Tahm Kench,Pantheon,Ivern,Twisted Fate,Jinx,Renata Glasc
00:08:06,2100.0,0.0,3.0,,SK Gaming,0.0,-42.0,,3.0,3.0,,4.0,-71.0,-20.0,-6.0,0,0,0,0,0,1,1,0,Aatrox,Viego,Lissandra,Ezreal,Rakan,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:21:21,2700.0,3.0,2.0,Misfits Gaming,Team BDS,,2.0,0.0,3.0,3.0,-33.0,-16.0,28.0,17.0,14.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Syndra,Ezreal,Maokai,Ornn,Wukong,Twisted Fate,Xayah,Nautilus
00:22:49,11500.0,,10.0,,Team BDS,4.0,8.6,6.666666666666667,3.5,1.5,33.0,46.0,18.0,-14.0,-2.0,0,0,0,0,0,1,1,0,Sylas,Viego,Sylas,Ezreal,Maokai,Ornn,Wukong,Sylas,Xayah,Amumu
00:23:17,-1500.0,-1.0,0.0,Astralis,Excel Esports,,0.0,-1.0,-14.0,0.0,-27.0,10.0,-10.0,4.0,8.0,0,0,0,0,0,1,1,0,Gnar,Udyr,Lissandra,Kalista,Tahm Kench,Ornn,Wukong,Orianna,Xayah,Thresh
00:25:54,4200.0,1.0,2.0,,Excel Esports,-1.0,2.0,4.0,2.0,5.0,34.0,6.0,-3.0,11.0,4.0,0,0,0,0,0,1,1,0,Ornn,Volibear,Orianna,Xayah,Sona,Sylas,Fiddlesticks,Sylas,Kalista,Renata Glasc
00:23:07,12700.0,0.0,10.0,,Team BDS,,,,,,,,,,,0,0,0,0,0,1,1,0,Sett,Ivern,LeBlanc,Aphelios,Alistar,Ornn,Ivern,Azir,Zeri,Renata Glasc
00:28:46,8100.0,-1.0,3.0,Astralis,Team BDS,4.0,4.5,,5.0,0.0,8.0,8.0,15.0,0.0,-11.0,0,0,0,0,0,1,1,0,Ornn,Diana,Sylas,Aphelios,Zilean,Ornn,Wukong,Vex,Zeri,Rakan
00:18:11,1600.0,1.0,1.0,Team Vitality,Mad Lions,,,0.0,2.0,2.0,-21.0,-2.0,-2.0,-6.0,4.0,0,0,0,1,0,0,1,0,Ornn,Taliyah,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Azir,Lucian,Nami
00:22:06,800.0,0.0,2.0,Astralis,Team BDS,3.0,,2.0,3.5,,-24.0,21.0,-4.0,20.0,-5.0,0,2,1,-2,0,1,1,0,Gnar,Volibear,Akali,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:25:54,9600.0,8.0,11.0,,SK Gaming,,,,,,,,,,,0,0,0,0,0,1,1,0,Gnar,Vi,Sylas,Zeri,Alistar,Sylas,Lillia,Sylas,Sivir,Leona
00:26:53,4100.0,3.0,5.0,,Astralis,2.5,3.0,,14.0,6.5,-14.0,-54.0,23.0,-45.0,-3.0,0,0,0,0,0,1,1,0,Poppy,Viego,Sylas,Ezreal,Maokai,Ornn,Trundle,Azir,Zeri,Renata Glasc
00:26:44,-7700.0,-3.0,-5.0,SK Gaming,,0.75,-9.0,-4.0,-18.0,-3.0,0.0,-58.0,-13.0,-16.0,12.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Twisted Fate,Xayah,Amumu,Pantheon,Trundle,Twisted Fate,Jinx,Renata Glasc
00:03:56,2600.0,0.0,3.0,Misfits Gaming,SK Gaming,0.0,3.0,3.0,3.0,3.0,74.0,2.0,1.0,-57.0,-6.0,0,0,0,0,0,1,1,0,Aatrox,Viego,Lissandra,Ezreal,Rakan,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:02:11,4600.0,3.0,5.0,Misfits Gaming,Team BDS,,5.0,4.5,4.0,3.1666666666666665,-34.0,-20.0,28.0,21.0,14.0,0,0,0,0,0,1,1,0,Ornn,Ivern,Akali,Ezreal,Tahm Kench,Ornn,Wukong,Twisted Fate,Xayah,Tahm Kench
00:23:39,7100.0,6.0,10.0,,Team BDS,,,,,,,,,,,0,0,0,0,0,1,1,0,Sett,Viego,Sylas,Ezreal,Maokai,Ornn,Wukong,Lissandra,Xayah,Amumu
00:26:44,-300.0,3.0,4.0,,Excel Esports,,,,,,,,,,,0,0,0,0,0,1,1,0,Ornn,Volibear,Twisted Fate,Xayah,Sona,Sylas,Kha'Zix,Sylas,Kalista,Tahm Kench
00:23:57,6000.0,,10.0,,Team BDS,8.0,9.333333333333334,,8.75,7.5,42.0,13.0,10.0,11.0,6.0,0,0,0,0,0,1,1,0,Sett,Ivern,LeBlanc,Aphelios,Maokai,Ornn,Ivern,Azir,Zeri,Renata Glasc
00:29:36,13900.0,-1.0,3.0,Astralis,,4.0,4.5,,5.0,0.0,7.0,9.0,13.0,-8.0,-11.0,0,0,0,0,0,1,1,0,Gnar,Diana,Sylas,Aphelios,Zilean,Ornn,Wukong,Sylas,Zeri,Amumu
00:19:01,1200.0,1.0,0.0,Team Vitality,Mad Lions,,,,,,,,,,,0,0,0,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Udyr,Azir,Lucian,Nami
00:22:56,1100.0,1.0,2.0,Astralis,Team BDS,,,,,,,,,,,0,2,1,-1,0,1,1,0,Gnar,Volibear,Sylas,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:25:10,1900.0,1.0,7.0,SK Gaming,Astralis,4.0,,9.666666666666666,7.0,8.0,4.0,-2.0,-1.0,-44.0,-24.0,0,0,0,0,0,1,1,0,Gangplank,Kha'Zix,Orianna,Zeri,Tahm Kench,Gwen,Hecarim,Twisted Fate,Aphelios,Renata Glasc
00:26:44,11200.0,0.0,14.0,Misfits Gaming,SK Gaming,,11.6,,10.0,11.5,-60.0,11.0,67.0,-16.0,14.0,0,0,0,0,0,1,1,0,Gnar,Ivern,Akali,Zeri,Tahm Kench,Sylas,Ivern,Akali,Sivir,Leona
00:29:27,-6500.0,-3.0,-4.0,Astralis,Team Vitality,4.333333333333333,,-0.8333333333333333,-9.0,-7.333333333333334,-41.0,15.0,5.0,-21.0,-35.0,0,0,0,0,0,1,1,0,Gnar,Ivern,Twisted Fate,Zeri,Amumu,Ornn,Trundle,Katarina,Twitch,Tahm Kench
00:27:43,4400.0,3.0,5.0,,Astralis,2.5,3.0,,14.0,6.5,2.0,-56.0,26.0,-54.0,6.0,0,0,0,0,0,1,1,0,Poppy,Viego,Sylas,Ezreal,Maokai,Ornn,Trundle,Azir,Zeri,Renata Glasc
00:27:34,-8100.0,,-5.0,SK Gaming,,0.75,-9.0,-4.0,-5.0,-3.0,-4.0,53.0,-11.0,-24.0,8.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Twisted Fate,Xayah,Amumu,Pantheon,Trundle,Twisted Fate,Jinx,Renata Glasc
00:03:46,2400.0,0.0,3.0,Misfits Gaming,SK Gaming,0.0,-42.0,3.0,3.0,3.0,,1.0,2.0,73.0,-9.0,0,0,0,0,0,1,1,1,Aatrox,Viego,Lissandra,Ezreal,Rakan,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:30:26,-3922.0,-2.0,3.0,Astralis,Team BDS,4.0,4.5,,5.0,0.0,14.0,8.0,7.0,1.0,-10.0,0,0,0,0,0,1,1,0,Ornn,Diana,Sylas,Aphelios,Zilean,Ornn,Wukong,Sylas,Zeri,Amumu
00:23:47,1600.0,1.0,2.0,Astralis,Team BDS,3.0,,2.0,3.5,,-16.0,24.0,5.0,14.0,-8.0,0,2,1,-2,0,1,1,0,Gnar,Volibear,Sylas,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:26:00,2500.0,2.0,,SK Gaming,Astralis,4.0,,93.66666666666667,7.0,8.0,11.0,-2.0,-7.0,-35.0,-24.0,0,0,0,0,0,1,1,0,Gangplank,Viego,Orianna,Jinx,Tahm Kench,Gwen,Karthus,Twisted Fate,Aphelios,Renata Glasc
00:30:17,-6800.0,-3.0,6.0,Astralis,Team Vitality,4.333333333333333,1.0,-0.8333333333333333,-9.0,-7.333333333333334,-35.0,19.0,-3.0,-34.0,-24.0,0,0,0,0,0,1,1,0,Ornn,Ivern,Twisted Fate,Zeri,Amumu,Ornn,Trundle,Sylas,Twitch,Renata Glasc
00:28:33,5100.0,3.0,5.0,Excel Esports,Astralis,2.5,3.0,,14.0,6.5,7.0,-52.0,30.0,-46.0,7.0,0,0,0,0,0,1,1,0,Poppy,Viego,Sylas,Ezreal,Maokai,Ornn,Trundle,Azir,Zeri,Renata Glasc
00:23:24,-14300.0,-3.0,-6.0,SK Gaming,Astralis,-0.33333333333333326,-10.0,-4.0,-6.0,-3.5,-3.0,-46.0,-2.0,64.0,8.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Twisted Fate,Zeri,Amumu,Ornn,Trundle,Twisted Fate,Jinx,Renata Glasc
00:10:36,-4000.0,0.0,,Misfits Gaming,SK Gaming,0.0,3.0,3.0,3.0,3.0,,,0.0,8.0,-1.0,0,0,0,0,0,1,1,1,Aatrox,Viego,Lissandra,Ezreal,Amumu,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:23:51,7000.0,3.0,-3.0,,Team BDS,6.5,5.0,65.5,4.0,3.6666666666666665,-40.0,-11.0,32.0,34.0,13.0,0,0,0,0,0,1,1,0,Ornn,Volibear,Syndra,Ezreal,Maokai,Ornn,Wukong,Twisted Fate,Xayah,Renata Glasc
00:25:47,-4700.0,-1.0,0.0,Astralis,Excel Esports,,0.0,-1.0,-14.0,0.0,-29.0,13.0,3.0,9.0,10.0,0,0,0,0,0,1,1,0,Ornn,Udyr,Lissandra,Kalista,Alistar,Ornn,Wukong,Orianna,Ashe,Tahm Kench
00:28:24,6400.0,4.0,3.0,SK Gaming,Excel Esports,,,,,,,,,,,0,0,0,0,0,1,1,0,Ornn,Volibear,Sylas,Draven,Sona,Sylas,Lillia,Sylas,Kalista,Renata Glasc
00:31:16,8600.0,-2.0,4.0,Astralis,,5.5,4.5,,5.0,0.5,23.0,7.0,3.0,5.0,-10.0,0,0,0,0,0,1,1,0,Gnar,Lillia,Sylas,Aphelios,Zilean,Ornn,Wukong,Sylas,Zeri,Amumu
00:20:41,800.0,1.0,0.0,Team Vitality,Mad Lions,,,0.0,2.0,1.0,-30.0,-8.0,25.0,1.0,3.0,0,0,-1,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Azir,Lucian,Nami
00:24:37,1400.0,1.0,2.0,Astralis,Team BDS,3.0,,2.0,3.5,,-28.0,25.0,6.0,20.0,-8.0,0,2,1,-1,0,1,1,0,Gnar,Volibear,Sylas,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:26:50,-4400.0,2.0,8.0,SK Gaming,,0.0,8.333333333333334,10.666666666666666,8.0,9.0,7.0,3.0,-5.0,-35.0,12.0,0,0,0,0,0,-1,1,0,Gangplank,Ivern,Orianna,Zeri,Tahm Kench,Gwen,Karthus,Twisted Fate,Aphelios,Tahm Kench
00:11:26,8200.0,0.0,3.0,,SK Gaming,0.0,-42.0,3.0,3.0,3.0,-3.0,1.0,3.0,-87.0,-10.0,0,0,0,0,0,1,1,1,Aatrox,Viego,Lissandra,Ezreal,Amumu,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:24:41,8000.0,,-3.0,,Team BDS,6.5,5.0,5.5,4.0,3.6666666666666665,-49.0,-5.0,34.0,47.0,23.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Syndra,Ezreal,Maokai,Ornn,Wukong,Twisted Fate,Aphelios,Renata Glasc
00:26:37,-1400.0,-1.0,0.0,Astralis,Excel Esports,0.0,0.0,-1.0,-14.0,0.0,-24.0,14.0,-8.0,5.0,10.0,0,0,0,0,0,1,1,0,Gnar,Udyr,Lissandra,Kalista,Alistar,Ornn,Wukong,Orianna,Ashe,Tahm Kench
00:29:14,7100.0,-1.0,5.0,SK Gaming,Excel Esports,0.0,2.0,5.0,2.0,6.0,65.0,3.0,-22.0,14.0,5.0,0,0,0,0,0,1,1,0,Ornn,Volibear,Twisted Fate,Draven,Sona,Sylas,Kha'Zix,Sylas,Kalista,Renata Glasc
00:32:06,10700.0,5.0,7.0,Astralis,,,8.0,,8.333333333333334,2.0,26.0,7.0,4.0,8.0,-9.0,0,0,0,0,0,1,1,0,Gnar,Taliyah,Twisted Fate,Xayah,Zilean,Ornn,Wukong,Sylas,Zeri,Rakan
00:21:31,900.0,1.0,0.0,Team Vitality,Mad Lions,,,0.0,2.0,1.0,-18.0,-12.0,18.0,3.0,3.0,0,0,-1,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Azir,Lucian,Nami
00:26:27,,2.0,2.0,Astralis,Team BDS,3.0,,2.0,3.5,,-33.0,31.0,38.0,28.0,-35.0,0,2,1,-2,0,1,1,0,Gnar,Volibear,Sylas,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:12:16,2200.0,0.0,3.0,Misfits Gaming,SK Gaming,0.0,-42.0,3.0,3.0,3.0,-10.0,0.0,2.0,21.0,-11.0,0,0,0,0,0,1,1,1,Aatrox,Viego,Lissandra,Ezreal,Amumu,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:25:31,8000.0,4.0,2.0,,,6.5,5.0,5.5,4.0,3.6666666666666665,-52.0,1.0,42.0,44.0,10.0,0,0,0,0,0,1,1,0,Ornn,Ivern,Akshan,Kalista,Tahm Kench,Maokai,Elise,Katarina,Xayah,Amumu
00:27:27,-2000.0,-2.0,0.0,Astralis,Excel Esports,,0.0,-1.0,2.0,0.0,-27.0,20.0,-5.0,1.0,11.0,0,0,0,0,0,1,1,0,Gnar,Udyr,Lissandra,Kalista,Alistar,Ornn,Wukong,Orianna,Ashe,Renata Glasc
00:30:04,7100.0,-1.0,5.0,SK Gaming,Excel Esports,0.0,2.0,5.0,2.0,6.0,67.0,3.0,-25.0,12.0,5.0,0,0,0,0,0,1,1,0,Ornn,Volibear,Sylas,Draven,Sona,Sylas,Fiddlesticks,Sylas,Kalista,Renata Glasc
00:22:20,1200.0,2.0,-1.0,Team Vitality,Mad Lions,,,-1.0,2.0,0.0,-23.0,-7.0,15.0,7.0,2.0,0,0,-1,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Zed,Lucian,Nami
00:26:17,2300.0,2.0,2.0,Astralis,Team BDS,3.0,,2.0,3.5,,-38.0,30.0,13.0,29.0,-7.0,0,2,1,-2,0,1,1,1,Gwen,Volibear,Sylas,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:32:47,-5100.0,-3.0,-13.0,,Team Vitality,,,,,,,,,,,0,0,0,0,0,1,1,0,Gnar,Ivern,Twisted Fate,Zeri,Tahm Kench,Ornn,Trundle,Katarina,Xayah,Renata Glasc
00:31:03,7700.0,-2.0,10.0,Excel Esports,Astralis,0.6666666666666667,8.5,,50.666666666666664,12.0,7.0,-55.0,36.0,-45.0,8.0,0,0,0,0,0,1,1,0,Ornn,Ivern,Akali,Akshan,Tahm Kench,Ornn,Trundle,Azir,Xayah,Tahm Kench
00:13:06,2800.0,0.0,3.0,Misfits Gaming,SK Gaming,0.0,3.0,,3.0,-6.0,-12.0,0.0,6.0,27.0,-12.0,0,0,0,0,0,1,1,0,Aatrox,Viego,Lissandra,Ezreal,Amumu,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:26:21,7700.0,4.0,-3.0,Misfits Gaming,,6.5,5.0,5.5,4.0,3.6666666666666665,-59.0,-6.0,40.0,51.0,10.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Syndra,Ezreal,Maokai,Ornn,Fiddlesticks,Twisted Fate,Xayah,Nautilus
00:28:17,-2000.0,-2.0,0.0,Astralis,Excel Esports,,0.0,-1.0,2.0,0.0,-27.0,16.0,2.0,2.0,10.0,0,0,0,0,0,1,1,0,Gnar,Udyr,Lissandra,Kalista,Alistar,Ornn,Wukong,Orianna,Ashe,Tahm Kench
00:30:54,13500.0,-1.0,5.0,SK Gaming,Excel Esports,0.0,2.0,5.0,2.0,6.0,65.0,11.0,-23.0,26.0,2.0,0,0,0,0,0,1,1,0,Ornn,Volibear,Sylas,Draven,Sona,Sylas,Lillia,Sylas,Kalista,Renata Glasc
00:27:07,2400.0,2.0,2.0,Astralis,Team BDS,,,,,,,,,,,0,2,1,-2,0,1,1,0,Gnar,Volibear,Sylas,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:29:20,-200.0,-1.0,7.0,SK Gaming,,4.5,8.333333333333334,10.666666666666666,7.5,9.0,18.0,2.0,1.0,-55.0,-35.0,0,0,0,0,0,-1,1,0,Gangplank,Viego,Orianna,Jinx,Tahm Kench,Gwen,Karthus,Twisted Fate,Aphelios,Tahm Kench
00:13:56,2410.0,2.0,4.0,Misfits Gaming,SK Gaming,0.0,-41.0,3.0,,3.0,-10.0,-8.0,7.0,35.0,-13.0,0,0,0,0,0,1,1,0,Aatrox,Viego,Lissandra,Ezreal,Amumu,Ornn,Wukong,Sylas,Xayah,Tahm Kench
00:27:11,8300.0,-1.0,7.0,Misfits Gaming,,6.5,6.0,5.5,4.0,3.75,-69.0,-7.0,45.0,55.0,10.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Syndra,Ezreal,Maokai,Ornn,Wukong,Twisted Fate,Xayah,Nautilus
00:24:01,800.0,2.0,-2.0,Team Vitality,Mad Lions,,,-1.0,1.0,-1.0,-17.0,-15.0,16.0,14.0,5.0,0,0,-1,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Azir,Lucian,Nami
00:27:57,4400.0,2.0,6.0,Astralis,Team BDS,5.0,,6.0,5.0,,-41.0,31.0,18.0,31.0,-9.0,0,2,1,-1,0,1,1,0,Gnar,Ivern,Sylas,Lucian,Tahm Kench,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:30:10,100.0,-1.0,7.0,SK Gaming,Astralis,4.5,8.333333333333334,10.666666666666666,7.5,9.0,17.0,2.0,10.0,-51.0,-25.0,0,0,0,0,0,1,1,0,Gangplank,Viego,Orianna,Zeri,Tahm Kench,Gwen,Karthus,Twisted Fate,Aphelios,Renata Glasc
00:34:27,-3600.0,-2.0,-12.0,,Team Vitality,8.0,6.666666666666666,0.33333333333333326,-10.6,-1.0,-54.0,19.0,-1.0,-32.0,-22.0,0,0,0,0,0,1,1,0,Gnar,Ivern,Twisted Fate,Zeri,Amumu,Gwen,Trundle,Sylas,Xayah,Renata Glasc
00:14:46,4200.0,2.0,3.0,Misfits Gaming,SK Gaming,0.0,3.5,2.0,4.0,,-18.0,-12.0,5.0,21.0,-13.0,0,0,0,0,0,1,1,0,Aatrox,Viego,Lissandra,Ezreal,Amumu,Volibear,Wukong,Sylas,Xayah,Tahm Kench
00:28:01,8500.0,-1.0,7.0,Misfits Gaming,Team BDS,6.5,6.0,5.5,-6.0,3.75,-77.0,-5.0,55.0,66.0,10.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Syndra,Ezreal,Maokai,Ornn,Wukong,Twisted Fate,Xayah,Nautilus
00:32:34,9100.0,-1.0,6.0,,Excel Esports,1.0,,6.0,3.0,7.0,72.0,16.0,-29.0,14.0,-1.0,0,0,0,0,0,1,1,0,Ornn,Ivern,Twisted Fate,Draven,Sona,Sylas,Lillia,Sylas,Kalista,Renata Glasc
00:24:51,800.0,2.0,-2.0,Team Vitality,Mad Lions,,,-1.0,1.0,-1.0,-16.0,-20.0,22.0,11.0,5.0,0,-1,-2,1,0,0,1,0,Ornn,Ivern,Sylas,Zeri,Amumu,Sejuani,Xin Zhao,Azir,Lucian,Nami
00:35:17,-4100.0,-2.0,-2.0,,Team Vitality,8.0,6.666666666666666,0.33333333333333326,-10.6,-1.0,-55.0,15.0,-1.0,-41.0,-21.0,0,0,0,0,0,1,1,0,Gnar,Ivern,Twisted Fate,Zeri,Amumu,Ornn,Trundle,Sylas,Xayah,Renata Glasc
00:15:36,4100.0,2.0,3.0,Misfits Gaming,SK Gaming,0.0,3.5,2.0,-86.0,,-16.0,,3.0,55.0,-15.0,0,0,0,0,0,1,1,0,Aatrox,Viego,Lissandra,Ezreal,Amumu,Ornn,Wukong,Sylas,Xayah,Renata Glasc
00:28:51,8500.0,-1.0,7.0,,Team BDS,6.5,6.0,5.5,4.0,3.75,-79.0,-7.0,56.0,65.0,11.0,0,0,0,0,0,1,1,0,Gangplank,Volibear,Syndra,Ezreal,Maokai,Ornn,Wukong,Twisted Fate,Xayah,Nautilus
00:30:47,-4900.0,-2.0,-2.0,Astralis,,-1.0,-1.0,,-1.0,-3.0,-52.0,18.0,19.0,-10.0,12.0,0,0,0,0,0,-1,1,0,Gnar,Udyr,Lissandra,Kalista,Alistar,Ornn,Wukong,Orianna,Ashe,Tahm Kench
00:29:37,6700.0,,6.0,,Team BDS,5.0,,6.0,5.0,,-47.0,49.0,14.0,22.0,-1.0,0,-1,0,-2,0,1,0,0,Gwen,Volibear,Sylas,MissFortune,Amumu,Ornn,Viego,Viktor,Zeri,Tahm Kench
00:31:50,-5550.0,-1.0,7.0,SK Gaming,Astralis,4.5,8.333333333333334,10.666666666666666,7.5,9.0,16.0,4.0,11.0,-55.0,-24.0,0,0,0,0,0,1,1,0,Gangplank,Viego,Twisted Fate,Zeri,Tahm Kench,Gwen,Karthus,Katarina,Aphelios,Renata Glasc
,-3900.0,-2.0,-12.0,Astralis,Team Vitality,8.0,6.666666666666666,0.33333333333333326,-10.6,-1.0,-59.0,19.0,5.0,-41.0,-21.0,0,0,0,0,0,1,1,0,Gnar,Ivern,Twisted Fate,Zeri,Amumu,Ornn,Trundle,Sylas,Xayah,Renata Glasc
00:16:26,3900.0,2.0,3.0,Misfits Gaming,SK Gaming,0.0,3.5,2.0,4.0,,-15.0,,0.0,32.0,-17.0,0,0,0,0,0,1,1,1,Aatrox,Viego,Lissandra,Ezreal,Amumu,Ornn,Wukong,Sylas,Xayah,Tahm Kench
