time,gold,towers,kills,blue_team,red_team,kda_top,kda_jungle,kda_mid,kda_adc,kda_supp,minions_top,minions_jungle,minions_mid,minions_adc,minions_supp,hextech_dragon,infernal_dragon,mountain_dragon,ocean_dragon,wind_dragon,baron,elder,herald,champion_red_top,champion_red_jungle,champion_red_mid,champion_red_adc,champion_red_supp,champion_blue_top,champion_blue_jungle,champion_blue_mid,champion_blue_adc,champion_blue_supp,blue_team_win,zeri_yummi_blue,zeri_yummi_red,lucian_nami_blue,lucian_nami_red,senna_tahm_blue,senna_tahm_red,kog_lulu_blue,kog_lulu_red,hextech_soul,infernal_soul,mountain_soul,ocean_soul,wind_soul
00:00:47,0.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:01:37,0.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:01:37,-6500.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,-11.0,6.0,0.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:02:27,5900.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,8.0,4.0,-4.0,-4.0,4.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:03:17,3800.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-3.0,0.0,0.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:03:57,-300.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-7.0,-9.0,-18.0,80.0,0.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:07,5470.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-6.0,-5.0,-4.0,5.0,1.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:57,0.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,-9.0,9.0,1.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:47,-100.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,-10.0,6.0,-3.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:06:37,-100.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-11.0,-41.0,-3.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:07:27,-3100.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-11.0,-10.0,-12.0,-77.0,11.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:08:17,-600.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,55.0,-50.0,-15.0,5.0,11.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:10:47,6500.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-13.0,7.0,-21.0,6.0,-2.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:12:27,-700.0,0.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,-5.0,4.0,-14.0,-102.0,1.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:13:17,-700.0,-1.0,0.0,Astralis,Excel Esports,0.0,0.0,0.0,0.0,0.0,2.0,8.0,-17.0,-5.0,3.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:14:07,-1500.0,-1.0,-1.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,1.0,14.0,-16.0,1006.0,1.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:14:57,-1500.0,-1.0,-1.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,1.0,10.0,-21.0,14.0,5.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:16:37,-1700.0,-1.0,-1.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,-3.0,13.0,-21.0,42.0,6.0,0,0,0,0,0,0,0,1,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:17:27,-1700.0,-1.0,-1.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,-6.0,15.0,-19.0,10.0,6.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:18:17,-5500.0,-1.0,-3.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,9.0,-7.0,-24.0,13.0,4.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:19:07,-1800.0,-1.0,-1.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,-5.0,13.0,-20.0,9.0,8.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:19:57,-2000.0,-1.0,-1.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,-8.0,10.0,-22.0,5.0,8.0,0,0,0,0,0,0,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:20:47,-2000.0,-1.0,8.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-1.0,-1.0,-10.0,14.0,-25.0,1.0,7.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:21:37,-2200.0,-1.0,-1.0,Astralis,Excel Esports,0.0,-1.0,-1.0,-11.0,-1.0,-16.0,13.0,-14.0,-4.0,7.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:22:27,-1500.0,-1.0,0.0,Astralis,Excel Esports,0.0,8.6,-1.0,0.0,16.0,-22.0,12.0,-13.0,0.0,-29.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:23:17,-1500.0,-1.0,0.0,Astralis,Excel Esports,4.0,0.0,-1.0,-14.0,0.0,-27.0,10.0,-10.0,4.0,8.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:25:04,4300.0,1.0,4.0,Astralis,Excel Esports,-1.0,2.0,4.0,2.0,5.0,30.0,3.0,4.0,14.0,4.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:25:47,-4700.0,-1.0,0.0,Astralis,Excel Esports,0.0,0.0,-1.0,-14.0,0.0,-29.0,13.0,3.0,9.0,10.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:25:54,4200.0,1.0,2.0,Astralis,Excel Esports,-1.0,2.0,4.0,2.0,5.0,34.0,6.0,-3.0,11.0,4.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:26:37,-1400.0,-1.0,0.0,Astralis,Excel Esports,0.0,0.0,-1.0,-14.0,0.0,-24.0,14.0,-8.0,5.0,10.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:26:44,-300.0,3.0,4.0,Astralis,Excel Esports,0.0,0.0,-1.0,-14.0,0.0,-24.0,14.0,-8.0,5.0,10.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:27:27,-2000.0,-2.0,0.0,Astralis,Excel Esports,0.0,0.0,-1.0,2.0,0.0,-27.0,20.0,-5.0,1.0,11.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:28:17,-2000.0,-2.0,0.0,Astralis,Excel Esports,0.0,0.0,-1.0,2.0,0.0,-27.0,16.0,2.0,2.0,10.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:32:34,9100.0,-1.0,6.0,Astralis,Excel Esports,1.0,0.0,6.0,3.0,7.0,72.0,16.0,-29.0,14.0,-1.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:33:17,-7100.0,-4.0,-2.0,Astralis,Excel Esports,-1.0,-1.0,0.3333333333333332,-1.0,-3.0,-60.0,5.0,29.0,-14.0,10.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:34:07,-7100.0,-4.0,-2.0,Astralis,Excel Esports,-1.0,-1.0,-4.0,-1.0,-3.0,-63.0,3.0,35.0,-300.0,9.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:34:14,10100.0,7.0,6.0,Astralis,Excel Esports,-1.0,-1.0,-4.0,-1.0,-3.0,-63.0,3.0,35.0,-300.0,9.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:34:57,-5270.0,-4.0,-2.0,Astralis,Excel Esports,-1.0,-1.0,0.0,-1.0,-3.0,-63.0,3.0,32.0,-18.0,10.0,0,0,0,0,0,1,0,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:35:47,-12000.0,-4.0,1.0,Astralis,Excel Esports,-1.0,-1.0,0.0,-1.0,-3.0,-60.0,5.0,40.0,-23.0,9.0,0,0,0,0,0,1,1,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:36:37,-5740.0,-4.0,-2.0,Astralis,Excel Esports,-1.0,-1.0,0.0,-1.0,-3.0,-67.0,1.0,42.0,-22.0,7.0,0,0,0,0,0,1,1,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:41:37,-10500.0,0.0,-4.0,Astralis,Excel Esports,-6.0,-5.0,31.33333333333333,-4.5,-2.6666666666666665,-95.0,-9.0,92.0,-4.0,5.0,0,0,0,0,0,1,1,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:44:57,7093.0,2.0,11.0,Astralis,Excel Esports,-1.5,-2.5,31.33333333333333,3.333333333333333,0.8333333333333335,-87.0,-27.0,109.0,14.0,5.0,0,0,0,0,0,1,1,0,Gnar,Trundle,Lissandra,Kalista,Braum,Ornn,Wukong,Orianna,Ashe,Tahm Kench,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
00:00:26,0.0,2.0,0.0,Astralis,Fnatic,0.0,0.0,0.0,0.0,0.0,33.0,-16.0,24.0,21.0,18.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:01:16,0.0,0.0,0.0,Astralis,Fnatic,0.0,0.0,0.0,0.0,0.0,30.0,-8.0,12.0,16.0,16.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:02:06,-200.0,0.0,0.0,Astralis,Fnatic,0.0,0.0,0.0,0.0,0.0,34.0,-6.0,-1.0,1.0,16.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:02:56,5700.0,0.0,0.0,Astralis,Fnatic,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,31.0,18.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:03:06,4550.0,0.0,1.0,Astralis,Fnatic,1.0,0.0,0.0,1.0,0.0,-9.0,1.0,-18.0,-1.0,-1.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:03:46,5140.0,0.0,0.0,Astralis,Fnatic,0.0,0.0,0.0,0.0,0.0,4.0,-18.0,-4.0,4.0,4.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:04:36,14000.0,0.0,0.0,Astralis,Fnatic,0.0,0.0,10.0,0.0,0.0,11.0,0.0,-5.0,5.0,16.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:05:26,-400.0,0.0,0.0,Astralis,Fnatic,0.0,0.0,10.0,0.0,0.0,3.0,-7.0,-14.0,30.0,16.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:06:16,6600.0,0.0,0.0,Astralis,Fnatic,0.0,-10.0,0.0,0.0,0.0,-38.0,29.0,-10.0,44.0,7.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:09:36,-300.0,0.0,0.0,Astralis,Fnatic,0.0,0.5,73.0,1.5,-1.5,-2.0,-10.0,-66.0,-1.0,14.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:10:26,5200.0,0.0,0.0,Astralis,Fnatic,10.0,0.5,0.0,1.5,-1.5,-6.0,-13.0,-14.0,-88.0,14.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:11:16,-6800.0,0.0,4.0,Astralis,Fnatic,0.0,0.5,3.0,0.0,-1.5,5.0,-18.0,-84.0,-12.0,16.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:12:06,-1300.0,0.0,-1.0,Astralis,Fnatic,0.0,0.0,0.0,1.5,-2.6666666666666665,-3.0,-12.0,-25.0,85.0,16.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:12:56,-1500.0,0.0,-1.0,Astralis,Fnatic,1.0,3.0,3.0,1.5,2.0,46.0,228.0,673.0,2563.0,-135.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:13:46,-1500.0,0.0,-1.0,Astralis,Fnatic,10.0,0.0,-1.0,-1.0,-2.6666666666666665,-4.0,-15.0,-26.0,-123.0,19.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:14:36,-2200.0,-1.0,-1.0,Astralis,Fnatic,0.0,0.0,3.0,-1.0,-2.6666666666666665,-1.0,-11.0,-29.0,-122.0,21.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:15:26,-2100.0,-1.0,-1.0,Astralis,Fnatic,0.0,0.0,-1.0,-1.0,-2.6666666666666665,9.0,-14.0,-28.0,-24.0,20.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:16:16,-1600.0,0.0,-1.0,Astralis,Fnatic,0.0,0.0,8.0,-1.0,-2.6666666666666665,10.0,-17.0,-37.0,-29.0,24.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:17:06,-8500.0,-1.0,-1.0,Astralis,Fnatic,0.0,0.0,5.666666666666667,-1.0,-2.6666666666666665,7.0,-14.0,-38.0,-33.0,24.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:17:56,-2600.0,-1.0,-1.0,Astralis,Fnatic,3.0,0.0,1.0,-1.0,-2.6666666666666665,11.0,-14.0,-47.0,-33.0,23.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:18:46,-2900.0,-2.0,-1.0,Astralis,Fnatic,0.0,0.0,0.0,-1.0,-2.6666666666666665,10.0,-12.0,-41.0,-34.0,23.0,0,0,0,0,0,0,0,1,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:19:36,-3500.0,0.0,-1.0,Astralis,Fnatic,0.0,0.0,-2.0,-1.0,-2.6666666666666665,7.0,-10.0,-47.0,-43.0,22.0,0,0,0,0,0,0,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0
00:20:26,-4400.0,-3.0,-1.0,Astralis,Fnatic,0.0,0.0,2.5,-1.0,-2.6666666666666665,9.0,-16.0,-63.0,-49.0,23.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:21:16,-4600.0,-3.0,-1.0,Astralis,Fnatic,0.0,0.0,2.5,-1.0,-2.6666666666666665,8.0,-20.0,-62.0,-50.0,22.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:23:46,-4500.0,-2.0,-2.0,Astralis,Fnatic,-1.0,-0.5,2.0,-2.0,-3.75,7.0,-27.0,-72.0,-42.0,24.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:24:36,-4600.0,0.0,-2.0,Astralis,Fnatic,9.0,-0.5,0.0,-2.0,-3.75,12.0,-29.0,-81.0,-45.0,25.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:25:26,-4500.0,0.0,-2.0,Astralis,Fnatic,-1.0,-0.5,0.0,-2.0,-3.75,16.0,-33.0,-76.0,-46.0,25.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:26:16,-4600.0,-2.0,-2.0,Astralis,Fnatic,9.0,-0.5,0.0,-2.0,-1.25,12.0,-37.0,-76.0,-46.0,25.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:27:06,-3500.0,0.0,-1.0,Astralis,Fnatic,0.0,1.0,1.0,-2.0,-4.5,14.0,-37.0,-79.0,-44.0,25.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:27:56,2500.0,0.0,4.0,Astralis,Fnatic,-1.0,1.0,1.0,-2.0,-5.6,14.0,-34.0,-78.0,-39.0,25.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:28:46,-1200.0,0.0,4.0,Astralis,Fnatic,-1.0,1.0,1.0,-2.0,-5.6,16.0,-42.0,-86.0,-39.0,25.0,0,0,0,0,0,-1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:29:36,-6100.0,3.0,-2.0,Astralis,Fnatic,-1.0,1.0,1.0,-2.0,-5.6,14.0,-42.0,-93.0,-54.0,25.0,0,0,0,0,0,-1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:30:26,3160.0,-4.0,4.0,Astralis,Fnatic,-1.0,1.0,1.0,8.0,-5.6,14.0,-40.0,-97.0,-21.0,25.0,0,0,0,0,0,-1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:31:16,4200.0,3.0,4.0,Astralis,Fnatic,-1.0,1.0,1.0,8.0,-5.6,10.0,-38.0,-95.0,-28.0,24.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:32:06,600.0,0.0,-2.0,Astralis,Fnatic,-4.0,1.5,1.0,41.5,-2.6666666666666665,8.0,-37.0,-92.0,-32.0,-2.0,0,0,0,0,0,1,0,0,Gwen,Poppy,LeBlanc,Lucian,Nami,Kennen,Trundle,Karma,Zeri,Rakan,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
00:00:52,0.0,0.0,0.0,Astralis,Mad Lions,0.0,0.0,0.0,0.0,0.0,20.0,1.0,-4.0,-1.0,-5.0,0,0,0,0,0,0,0,0,Sejuani,Poppy,Sylas,Sivir,Lulu,Shyvana,Wukong,Ahri,Zeri,Bard,0,0,0,0,0,0,0,0,0,0,0,0,0,0
